./reut2-000.sgm-17.txt,958,tf,true,12,51,4,6,0,1.0,0.9128709291752791,0.8660254037844397,12,10,9
./reut2-000.sgm-175.txt,46,tf,true,19,87,9,2,5,1.0,0.874474632195206,0.8401680504168058,17,13,12
./reut2-000.sgm-251.txt,55,tf,true,17,59,15,13,1,1.0,0.9574271077563371,0.9128709291752765,12,11,10
./reut2-000.sgm-346.txt,101,tf,true,18,88,1,2,0,1.0,0.9999999999999982,0.9999999999999982,12,9,12
./reut2-000.sgm-357.txt,51,tf,true,18,64,14,16,1,1.0,0.8660254037844413,0.7905694150420957,16,12,10
./reut2-000.sgm-703.txt,48,tf,true,12,59,3,1,9,1.0,0.8997354108424368,0.8728715609439687,10,11,13
./reut2-000.sgm-909.txt,43,tf,true,12,74,5,2,1,1.0,0.8997354108424371,0.8728715609439679,15,9,16
./reut2-000.sgm-954.txt,54,tf,true,12,80,0,9,6,1.0,0.966091783079296,0.8563488385776749,12,14,11
./reut2-000.sgm-982.txt,75,tf,true,14,87,6,1,9,1.0,0.8660254037844374,0.8451542547285161,14,18,17
./reut2-001.sgm-212.txt,44,tf,true,12,53,7,8,3,1.0,0.9701425001453318,0.9074852129730301,14,13,11
./reut2-001.sgm-25.txt,48,tf,true,13,76,9,0,5,1.0,0.9258200997725512,0.8864052604279187,14,12,11
./reut2-001.sgm-497.txt,32,tf,true,16,60,2,1,6,1.0,0.8944271909999156,0.8563488385776747,7,12,8
./reut2-001.sgm-732.txt,27,tf,true,15,57,6,0,1,1.0,0.9534625892455924,0.9045340337332913,11,7,9
./reut2-001.sgm-745.txt,31,tf,true,15,69,6,0,4,1.0,0.9999999999999999,0.9574271077563364,12,12,11
./reut2-001.sgm-824.txt,25,tf,true,11,59,5,1,7,1.0,0.8271701918685115,0.827170191868511,13,13,7
./reut2-002.sgm-35.txt,24,tf,true,16,69,9,0,8,1.0,0.8944271909999162,0.8563488385776753,12,12,8
./reut2-002.sgm-562.txt,26,tf,true,15,89,2,0,1,1.0,0.9219544457292889,0.8944271909999155,14,17,16
./reut2-002.sgm-685.txt,22,tf,true,12,44,8,4,6,1.0,0.9428090415820637,0.8498365855987974,10,10,10
./reut2-002.sgm-741.txt,22,tf,true,13,69,2,8,5,1.0,0.9636241116594307,0.9636241116594303,14,13,13
./reut2-002.sgm-782.txt,24,tf,true,15,49,0,12,4,1.0,0.8291561975888501,0.8291561975888491,13,11,11
./reut2-002.sgm-798.txt,27,tf,true,14,64,4,11,9,1.0,0.942809041582066,0.8164965809277257,12,8,12
./reut2-002.sgm-972.txt,36,tf,true,18,100,16,7,14,1.0,0.768706114785807,0.7687061147858063,22,13,13
./reut2-002.sgm-985.txt,23,tf,true,12,70,0,7,4,1.0,0.722315118514615,0.722315118514615,17,12,12
./reut2-003.sgm-191.txt,27,tf,true,16,51,0,6,10,1.0,0.8320502943378438,0.7844645405527371,10,9,5
./reut2-003.sgm-282.txt,33,tf,true,15,83,0,7,1,1.0,0.9636241116594324,0.9636241116594304,14,13,13
./reut2-003.sgm-30.txt,35,tf,true,14,82,7,0,1,1.0,0.9176629354822468,0.9176629354822468,16,16,16
./reut2-003.sgm-437.txt,25,tf,true,12,56,3,0,1,1.0,0.8846517369293827,0.7518094115561113,15,12,13
./reut2-003.sgm-47.txt,33,tf,true,18,100,16,7,14,1.0,0.768706114785807,0.7687061147858063,22,13,13
./reut2-003.sgm-492.txt,21,tf,true,15,67,12,1,9,1.0,0.9999999999999982,0.9607689228305223,13,10,12
./reut2-003.sgm-523.txt,25,tf,true,14,77,1,12,4,1.0,0.9999999999999991,0.9701425001453318,14,17,16
./reut2-003.sgm-536.txt,23,tf,true,13,73,0,9,2,1.0,0.9354143466934868,0.7905694150420972,13,8,10
./reut2-003.sgm-557.txt,26,tf,true,13,65,4,9,0,1.0,0.9198662110078004,0.9198662110078001,13,8,11
./reut2-003.sgm-567.txt,23,tf,true,12,71,2,0,7,1.0,0.9660917830792938,0.930949336251261,15,14,13
./reut2-003.sgm-663.txt,21,tf,true,11,44,0,1,8,1.0,0.8717797887081341,0.7211102550927978,11,16,10
./reut2-003.sgm-76.txt,28,tf,true,13,50,2,10,9,1.0,0.9459053029269157,0.8583950752789514,13,11,8
./reut2-003.sgm-901.txt,14,tf,true,15,57,1,0,12,1.0,0.999999999999999,0.9128709291752771,12,9,10
./reut2-004.sgm-309.txt,11,tf,true,13,41,5,3,1,1.0,0.9636241116594318,0.8864052604279181,8,7,11
