./reut2-000.sgm-17.txt,64,binary,true,12,51,4,6,0,1.0,0.9128709291752779,0.8660254037844382,
./reut2-000.sgm-175.txt,28,binary,true,19,87,9,2,5,1.0,0.874474632195206,0.8401680504168058,
./reut2-000.sgm-251.txt,29,binary,true,17,59,15,13,1,1.0,0.9574271077563371,0.9128709291752765,
./reut2-000.sgm-346.txt,25,binary,true,18,88,0,1,8,1.0,0.9999999999999989,0.9574271077563392,
./reut2-000.sgm-357.txt,25,binary,true,18,64,14,16,1,1.0,0.8660254037844413,0.7905694150420957,
./reut2-000.sgm-703.txt,24,binary,true,12,59,9,4,1,1.0,0.9198662110077989,0.9198662110077984,
./reut2-000.sgm-909.txt,26,binary,true,12,74,1,5,7,1.0,0.9682458365518551,0.8660254037844388,
./reut2-000.sgm-954.txt,24,binary,true,12,80,9,0,6,1.0,0.9258200997725515,0.8864052604279182,
./reut2-000.sgm-982.txt,31,binary,true,14,87,1,9,7,1.0,0.9718253158075487,0.9128709291752757,
./reut2-001.sgm-212.txt,25,binary,true,12,53,7,8,1,1.0,0.9636241116594312,0.8864052604279178,
./reut2-001.sgm-25.txt,28,binary,true,13,76,9,0,5,1.0,0.9258200997725512,0.8864052604279187,
./reut2-001.sgm-497.txt,25,binary,true,16,60,1,5,6,1.0,0.9128709291752761,0.8164965809277255,
./reut2-001.sgm-732.txt,23,binary,true,15,57,6,1,0,1.0,0.90453403373329,0.7977240352174657,
./reut2-001.sgm-745.txt,24,binary,true,15,69,6,0,4,1.0,0.9999999999999999,0.9574271077563364,
./reut2-001.sgm-824.txt,28,binary,true,11,59,5,1,6,1.0,0.9999999999999996,0.9198662110078005,
./reut2-002.sgm-35.txt,24,binary,true,16,69,0,9,5,1.0,0.9999999999999997,0.9128709291752763,
./reut2-002.sgm-562.txt,25,binary,true,15,89,0,1,2,1.0,0.9701425001453314,0.9074852129730298,
./reut2-002.sgm-685.txt,24,binary,true,12,44,4,8,6,1.0,1.0,0.9999999999999997,
./reut2-002.sgm-741.txt,27,binary,true,13,69,2,8,5,1.0,0.9636241116594308,0.9636241116594306,
./reut2-002.sgm-782.txt,25,binary,true,15,49,0,4,12,1.0,0.9198662110078003,0.9198662110078001,
./reut2-002.sgm-798.txt,27,binary,true,14,64,4,9,1,1.0,0.9999999999999998,0.9999999999999987,
./reut2-002.sgm-972.txt,30,binary,true,18,100,16,7,14,1.0,0.768706114785805,0.7687061147858049,
./reut2-002.sgm-985.txt,28,binary,true,12,70,0,7,4,1.0,0.8401680504168053,0.8401680504168052,
./reut2-003.sgm-191.txt,23,binary,true,16,51,0,6,8,1.0,0.9486832980505151,0.894427190999917,
./reut2-003.sgm-282.txt,28,binary,true,15,83,0,1,7,1.0,0.9636241116594313,0.9636241116594305,
./reut2-003.sgm-30.txt,25,binary,true,14,82,7,0,1,1.0,0.9999999999999998,0.999999999999999,
./reut2-003.sgm-437.txt,31,binary,true,12,56,3,1,0,1.0,0.930949336251261,0.8944271909999155,
./reut2-003.sgm-47.txt,31,binary,true,18,100,16,7,14,1.0,0.768706114785805,0.7687061147858049,
./reut2-003.sgm-492.txt,23,binary,true,15,67,12,9,8,1.0,0.9607689228305228,0.87705801930703,
./reut2-003.sgm-523.txt,25,binary,true,14,77,12,4,5,1.0,0.9701425001453317,0.9393364366277244,
./reut2-003.sgm-536.txt,26,binary,true,13,73,0,2,4,1.0,0.87705801930703,0.8770580193070294,
./reut2-003.sgm-557.txt,25,binary,true,13,65,4,8,0,1.0,0.919866211007801,0.9198662110077995,
./reut2-003.sgm-567.txt,23,binary,true,12,71,2,0,7,1.0,0.9660917830792964,0.9309493362512633,
./reut2-003.sgm-663.txt,25,binary,true,11,44,1,3,7,1.0,0.829156197588851,0.829156197588851,
./reut2-003.sgm-76.txt,29,binary,true,13,50,2,10,8,1.0,0.9198662110078005,0.8320502943378432,
./reut2-003.sgm-901.txt,24,binary,true,15,57,1,12,0,1.0,0.9128709291752779,0.8660254037844384,
./reut2-004.sgm-309.txt,29,binary,true,13,41,1,9,0,1.0,0.953462589245592,0.852802865422442,
./reut2-004.sgm-381.txt,24,binary,true,19,33,4,13,8,1.0,0.8451542547285175,0.8451542547285159,
./reut2-004.sgm-424.txt,29,binary,true,17,63,5,12,14,1.0,0.9309493362512631,0.8563488385776765,
./reut2-004.sgm-572.txt,23,binary,true,13,59,6,0,1,1.0,0.9999999999999991,0.9574271077563377,
./reut2-004.sgm-592.txt,25,binary,true,14,69,1,0,3,1.0,0.8401680504168055,0.8043996665398431,
./reut2-004.sgm-593.txt,24,binary,true,11,61,3,0,9,1.0,0.9128709291752769,0.8164965809277259,
./reut2-004.sgm-60.txt,30,binary,true,18,81,11,7,8,1.0,0.8770580193070253,0.8320502943378418,
./reut2-004.sgm-723.txt,29,binary,true,15,85,5,0,13,1.0,0.9682458365518547,0.8660254037844382,
./reut2-004.sgm-859.txt,27,binary,true,14,76,6,7,0,1.0,0.8885233166386391,0.8885233166386388,
./reut2-004.sgm-905.txt,24,binary,true,12,50,10,9,2,1.0,0.9607689228305217,0.8320502943378436,
./reut2-005.sgm-155.txt,26,binary,true,12,67,2,0,3,1.0,0.8864052604279178,0.8017837257372724,
./reut2-005.sgm-189.txt,32,binary,true,12,71,0,1,5,1.0,0.9999999999999988,0.960768922830523,
./reut2-005.sgm-2.txt,22,binary,true,13,41,7,6,5,1.0,0.9999999999999997,0.9999999999999994,
./reut2-005.sgm-207.txt,32,binary,true,19,101,5,9,0,1.0,0.9999999999999996,0.8944271909999152,
./reut2-005.sgm-234.txt,27,binary,true,14,78,9,11,1,1.0,0.9354143466934851,0.9013878188659967,
./reut2-005.sgm-264.txt,27,binary,true,20,86,1,17,0,1.0,0.8944271909999162,0.8944271909999159,
./reut2-005.sgm-457.txt,29,binary,true,16,78,8,6,0,1.0,0.9660917830792958,0.856348838577676,
./reut2-005.sgm-553.txt,26,binary,true,16,63,12,0,11,1.0,0.866025403784441,0.8660254037844402,
./reut2-005.sgm-770.txt,24,binary,true,15,78,3,4,0,1.0,0.8744746321952069,0.8744746321952063,
./reut2-005.sgm-792.txt,25,binary,true,12,60,5,9,0,1.0,0.9999999999999998,0.9574271077563375,
./reut2-005.sgm-86.txt,24,binary,true,11,76,3,8,6,1.0,0.9176629354822471,0.8271701918685113,
./reut2-005.sgm-863.txt,30,binary,true,15,78,3,4,0,1.0,0.8744746321952069,0.8744746321952063,
./reut2-005.sgm-942.txt,23,binary,true,12,68,0,3,8,1.0,0.9128709291752781,0.8819171036881972,
./reut2-005.sgm-943.txt,24,binary,true,16,62,1,0,4,1.0,0.9636241116594314,0.8451542547285161,
./reut2-006.sgm-136.txt,26,binary,true,13,67,1,5,9,1.0,0.966091783079296,0.9309493362512639,
./reut2-006.sgm-214.txt,28,binary,true,13,79,0,9,8,1.0,0.8944271909999154,0.8944271909999153,
./reut2-006.sgm-224.txt,25,binary,true,16,67,13,1,11,1.0,0.9574271077563371,0.9574271077563365,
./reut2-006.sgm-362.txt,26,binary,true,13,52,7,11,6,1.0,0.8944271909999177,0.8944271909999162,
./reut2-006.sgm-431.txt,24,binary,true,11,53,6,7,1,1.0,0.9198662110077988,0.8770580193070288,
./reut2-006.sgm-580.txt,24,binary,true,12,57,5,9,1,1.0,0.9013878188659974,0.7500000000000013,
./reut2-006.sgm-795.txt,23,binary,true,11,68,9,1,6,1.0,0.9999999999999983,0.8451542547285165,
./reut2-007.sgm-154.txt,27,binary,true,12,61,4,6,0,1.0,0.9636241116594315,0.8864052604279182,
./reut2-007.sgm-174.txt,27,binary,true,20,57,14,10,8,1.0,0.9999999999999996,0.9486832980505135,
./reut2-007.sgm-262.txt,31,binary,true,16,61,0,10,1,1.0,0.9258200997725521,0.8864052604279187,
./reut2-007.sgm-36.txt,24,binary,true,17,57,6,7,11,1.0,0.8660254037844387,0.8164965809277254,
